StudentId,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,IsDropout,MaritalStatusLabel,ApplicationModeLabel,CourseLabel,PreviousQualificationLabel,Daytime_evening_attendanceLabel,DisplacedLabel,Educational_special_needsLabel,DebtorLabel,Tuition_fees_up_to_dateLabel,GenderLabel,Scholarship_holderLabel,InternationalLabel,ApplicationChoiceGroup,AgeGroup,AdmissionGradeBand,FirstSemApprovalRate,FirstSemApprovalBand,FirstSemGradeBand,Tuition_fees_up_to_date_label,Scholarship_holder_label,Debtor_label,Daytime_evening_attendance_label,First_sem_approval_band,Age_group,Course_label
2269,1,43,1,9500,1,1,120.0,1,3,4,2,4,120.6,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.666666666666666,0,16.2,0.3,-0.92,Dropout,1,Single,Change of course,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.5714285714285714,50-<80%,12-<14,Up to date,No scholarship,Not debtor,Daytime,50-79%,<=20,9500
2270,2,39,1,9991,0,1,100.0,1,37,37,1,1,161.9,0,0,0,1,1,0,59,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,Dropout,1,Married,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,160+,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Evening,No approved units,35+,9991
2271,2,7,1,9991,0,3,140.0,1,34,34,99,99,140.0,1,0,0,0,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,Married,Other higher course holders,Management (evening),Degree,Evening,Yes,No,No,Not up to date,Male,No,No,2nd-3rd choice,25-34,140-<160,0.0,0%,No recorded grade,Not up to date,No scholarship,Not debtor,Evening,No approved units,25-34,9991
2272,1,17,2,9070,1,1,133.1,1,37,38,9,10,178.0,1,0,0,1,1,1,23,0,0,6,8,6,13.333333333333334,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Graduate,0,Single,2nd phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,21-24,160+,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,21-24,9070
2273,2,39,1,9991,0,19,133.1,1,37,1,5,5,138.3,0,0,0,1,1,0,44,0,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,13.9,-0.3,0.79,Dropout,1,Married,Over 23 years old,Management (evening),Basic education 3rd cycle,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,120-<140,0.6,50-<80%,Below 12,Up to date,No scholarship,Not debtor,Evening,50-79%,35+,9991
2274,2,1,4,8014,0,1,140.0,1,34,34,0,0,128.0,1,0,0,1,1,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,Married,1st phase - general,Social Service (evening),Secondary education,Evening,Yes,No,No,Up to date,Male,No,No,4th-6th choice,35+,120-<140,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Evening,No approved units,35+,8014
2275,2,39,1,171,1,19,100.0,1,37,37,9,9,139.0,0,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,1,Married,Over 23 years old,Animation and Multimedia Design,Basic education 3rd cycle,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,120-<140,,No units enrolled,No recorded grade,Up to date,No scholarship,Not debtor,Daytime,No enrolled units,35+,171
2276,1,1,2,9991,0,1,123.0,1,1,3,4,2,113.2,0,0,0,0,1,0,22,0,0,5,7,3,11.666666666666666,0,0,5,8,2,10.5,2,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Management (evening),Secondary education,Evening,No,No,No,Not up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.6,50-<80%,Below 12,Not up to date,No scholarship,Not debtor,Evening,50-79%,21-24,9991
2277,2,39,1,8014,0,19,133.1,1,37,37,6,6,139.0,0,0,0,1,1,0,49,0,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,Graduate,0,Married,Over 23 years old,Social Service (evening),Basic education 3rd cycle,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,120-<140,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Evening,80-100%,35+,8014
2278,1,51,1,9773,1,1,135.0,1,1,42,5,3,110.0,1,0,0,1,1,0,23,0,0,6,7,6,13.333333333333334,0,0,6,6,4,12.75,0,11.1,0.6,2.02,Graduate,0,Single,Change institution/course,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,21-24,9773
2279,1,1,1,9070,1,1,132.0,1,1,1,4,9,136.6,1,0,0,1,1,0,19,0,0,6,7,5,11.4,0,0,6,10,3,11.0,3,7.6,2.6,0.32,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9070
2280,2,43,1,8014,0,1,120.0,1,37,37,5,5,161.1,0,0,0,1,1,0,47,0,0,6,9,6,12.142857142857142,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,1,Married,Change of course,Social Service (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,160+,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Evening,80-100%,35+,8014
2281,1,43,1,9003,1,1,130.0,1,1,2,4,2,130.0,0,0,0,1,1,0,28,0,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,15.5,2.8,-4.06,Graduate,0,Single,Change of course,Agronomy,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.9444444444444444,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,25-34,9003
2282,1,44,1,9003,1,39,140.0,1,1,38,9,6,140.0,0,0,0,1,1,0,21,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,Enrolled,0,Single,Technological specialization,Agronomy,Technological specialization,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,140-<160,0.6666666666666666,50-<80%,Below 12,Up to date,No scholarship,Not debtor,Daytime,50-79%,21-24,9003
2283,1,1,1,9254,1,1,133.1,1,38,1,9,9,121.0,0,0,1,0,1,0,21,0,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,8.9,1.4,3.51,Dropout,1,Single,1st phase - general,Tourism,Secondary education,Daytime,No,No,Yes,Not up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,0.8333333333333334,80-100%,Below 12,Not up to date,No scholarship,Debtor,Daytime,80-100%,21-24,9254
2284,1,43,1,9238,1,39,120.0,1,2,1,1,2,118.6,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,Graduate,0,Single,Change of course,Social Service,Technological specialization,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.9090909090909092,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,21-24,9238
2285,1,1,1,9070,1,1,140.0,1,19,38,4,4,138.3,0,0,0,1,1,0,20,0,1,6,8,6,13.428571428571429,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9070
2286,2,42,1,9147,1,1,133.1,1,37,37,9,9,115.8,0,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,1,Married,Transfer,Management,Secondary education,Daytime,No,No,No,Not up to date,Male,No,No,2nd-3rd choice,35+,<120,0.0,0%,No recorded grade,Not up to date,No scholarship,Not debtor,Daytime,No approved units,35+,9147
2287,1,39,1,9991,0,1,120.0,1,19,37,6,8,160.0,0,0,0,1,1,0,40,0,0,5,5,5,11.0,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate,0,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,160+,1.0,80-100%,Below 12,Up to date,No scholarship,Not debtor,Evening,80-100%,35+,9991
2288,1,17,1,9254,1,1,125.0,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,2nd-3rd choice,21-24,<120,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,21-24,9254
2289,1,42,1,9119,1,1,136.0,1,1,37,5,5,117.5,0,0,0,1,1,0,19,0,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled,0,Single,Transfer,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.8,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,50-79%,<=20,9119
2290,1,39,1,9991,0,1,133.1,1,3,38,2,7,121.7,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout,1,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Evening,No approved units,25-34,9991
2291,1,42,1,9119,1,1,120.0,1,5,5,2,2,115.0,0,0,0,1,1,0,30,0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,Dropout,1,Single,Transfer,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,<120,0.3333333333333333,1-<50%,14-<16,Up to date,No scholarship,Not debtor,Daytime,Below 50%,25-34,9119
2292,1,1,1,9238,1,1,127.0,1,37,37,5,10,125.3,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9238
2293,1,18,1,9147,1,1,131.0,1,34,34,90,90,131.0,0,0,0,1,1,0,22,0,0,5,11,3,13.666666666666666,0,0,5,10,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout,1,Single,3rd phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,0.6,50-<80%,12-<14,Up to date,No scholarship,Not debtor,Daytime,50-79%,21-24,9147
2294,1,1,1,9773,1,1,127.0,1,19,37,9,9,126.3,0,0,0,1,1,0,19,0,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9773
2295,1,17,1,171,1,1,132.0,1,1,37,4,9,127.1,0,0,0,0,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,2nd phase - general,Animation and Multimedia Design,Secondary education,Daytime,No,No,No,Not up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,,No units enrolled,No recorded grade,Not up to date,No scholarship,Not debtor,Daytime,No enrolled units,21-24,171
2296,1,17,3,9670,1,1,137.0,1,1,38,4,7,138.4,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,0,Single,2nd phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,14-<16,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9670
2297,1,43,2,9147,1,1,126.0,1,1,19,3,3,100.0,1,0,0,1,1,0,22,0,0,5,11,0,0.0,0,0,5,7,1,10.0,1,16.2,0.3,-0.92,Dropout,1,Single,Change of course,Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Daytime,No approved units,21-24,9147
2298,1,1,1,9238,1,1,136.0,1,4,5,2,2,126.2,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,0.8333333333333334,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,80-100%,21-24,9238
2299,1,1,1,9238,1,1,124.0,1,1,1,4,4,118.8,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11.0,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.6666666666666666,50-<80%,12-<14,Up to date,No scholarship,Not debtor,Daytime,50-79%,<=20,9238
2300,1,39,1,9254,1,39,137.0,1,1,1,5,10,124.5,0,0,0,0,1,0,26,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,1,Single,Over 23 years old,Tourism,Technological specialization,Daytime,No,No,No,Not up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.0,0%,No recorded grade,Not up to date,No scholarship,Not debtor,Daytime,No approved units,25-34,9254
2301,1,44,1,9119,1,39,140.0,1,5,41,3,2,140.0,0,0,0,1,1,0,23,0,3,7,12,3,14.0,0,1,6,12,1,14.0,0,12.4,0.5,1.79,Enrolled,0,Single,Technological specialization,Informatics Engineering,Technological specialization,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,140-<160,0.4285714285714285,1-<50%,14-<16,Up to date,No scholarship,Not debtor,Daytime,Below 50%,21-24,9119
2302,1,17,1,9070,1,1,131.0,1,19,19,7,7,125.1,0,0,0,1,1,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled,0,Single,2nd phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9070
2303,1,1,1,9147,1,1,130.0,1,37,37,9,9,118.8,0,0,1,1,1,1,22,0,0,5,8,5,10.666666666666666,0,0,5,11,2,11.0,0,15.5,2.8,-4.06,Enrolled,0,Single,1st phase - general,Management,Secondary education,Daytime,No,No,Yes,Up to date,Male,Yes,No,2nd-3rd choice,21-24,<120,1.0,80-100%,Below 12,Up to date,Scholarship,Debtor,Daytime,80-100%,21-24,9147
2304,1,18,5,9119,1,1,136.0,1,3,2,2,3,125.2,1,0,0,1,1,0,19,0,0,5,9,5,11.833333333333334,0,0,5,9,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled,0,Single,3rd phase - general,Informatics Engineering,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9119
2305,1,17,1,9147,1,1,133.1,1,1,19,4,8,95.0,0,0,0,1,1,0,20,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,1,Single,2nd phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Daytime,No approved units,<=20,9147
2306,1,1,3,9070,1,1,110.0,1,37,37,9,9,107.6,1,0,0,1,1,1,22,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,4th-6th choice,21-24,<120,1.0,80-100%,Below 12,Up to date,Scholarship,Not debtor,Daytime,80-100%,21-24,9070
2307,1,7,1,9130,1,3,140.0,1,2,38,2,3,140.0,1,0,0,0,1,0,18,0,2,5,7,2,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1,Single,Other higher course holders,Equinculture,Degree,Daytime,Yes,No,No,Not up to date,Male,No,No,2nd-3rd choice,17-20,140-<160,0.4,1-<50%,12-<14,Not up to date,No scholarship,Not debtor,Daytime,Below 50%,<=20,9130
2308,4,43,2,9991,0,38,133.1,1,3,1,2,9,125.4,0,0,0,1,1,0,39,0,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,Dropout,1,Divorced,Change of course,Management (evening),Basic education 2nd cycle,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,120-<140,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Evening,No approved units,35+,9991
2309,1,1,1,9500,1,1,141.0,1,19,1,90,90,128.0,0,0,0,1,1,0,18,0,0,8,8,0,0.0,3,0,8,8,0,0.0,3,10.8,1.4,1.74,Dropout,1,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Daytime,No approved units,<=20,9500
2310,1,17,3,9119,1,1,130.0,1,1,38,3,3,129.3,0,0,0,1,1,1,18,0,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate,0,Single,2nd phase - general,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9119
2311,1,1,1,9238,1,1,160.0,1,19,38,9,9,152.0,0,0,0,1,1,1,19,0,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9238
2312,1,1,1,9500,1,1,140.0,1,1,19,9,9,128.8,0,0,0,1,1,0,18,0,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9500
2313,1,1,1,9147,1,1,150.0,1,34,19,0,4,152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,140-<160,0.8,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,50-79%,<=20,9147
2314,1,44,1,9130,1,39,150.0,1,37,37,6,6,150.0,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate,0,Single,Technological specialization,Equinculture,Technological specialization,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,140-<160,0.8,80-100%,14-<16,Up to date,No scholarship,Not debtor,Daytime,50-79%,21-24,9130
2315,1,1,1,9238,1,1,133.1,1,1,1,3,4,112.0,0,0,0,1,1,0,19,0,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9238
2316,1,1,1,9130,1,1,152.0,1,19,37,9,8,135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout,1,Single,1st phase - general,Equinculture,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,14-<16,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9130
2317,1,39,1,9119,1,19,133.1,1,1,1,4,3,134.4,0,0,1,0,1,0,31,0,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,Dropout,1,Single,Over 23 years old,Informatics Engineering,Basic education 3rd cycle,Daytime,No,No,Yes,Not up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.4,1-<50%,12-<14,Not up to date,No scholarship,Debtor,Daytime,Below 50%,25-34,9119
2318,1,39,1,9991,0,1,130.0,1,3,1,3,3,120.5,0,0,0,1,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Evening,No approved units,25-34,9991
2319,1,1,1,9070,1,1,148.0,1,1,1,4,8,141.4,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,Single,1st phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,140-<160,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Daytime,No approved units,<=20,9070
2320,1,17,1,9254,1,1,148.0,1,1,1,4,8,145.2,0,0,0,1,1,0,20,0,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9254
2321,4,39,1,9238,1,1,130.0,1,19,3,9,2,140.0,0,0,0,1,1,0,50,0,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,1,Divorced,Over 23 years old,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,140-<160,0.6666666666666666,50-<80%,12-<14,Up to date,No scholarship,Not debtor,Daytime,50-79%,35+,9238
2322,1,43,1,9070,1,1,160.0,1,1,2,4,2,100.0,0,0,0,1,1,0,38,0,1,6,9,5,16.0,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled,0,Single,Change of course,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,<120,0.8333333333333334,80-100%,16-20,Up to date,No scholarship,Not debtor,Daytime,80-100%,35+,9070
2323,2,39,1,9991,0,1,130.0,1,37,37,9,9,140.0,1,0,0,1,1,0,31,0,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,Dropout,1,Married,Over 23 years old,Management (evening),Secondary education,Evening,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,140-<160,0.2,1-<50%,Below 12,Up to date,No scholarship,Not debtor,Evening,Below 50%,25-34,9991
2324,1,39,1,9500,1,1,110.0,1,1,37,9,9,126.0,1,0,0,1,1,0,27,0,0,7,7,7,14.085714285714284,0,0,7,7,7,14.085714285714284,0,7.6,2.6,0.32,Enrolled,0,Single,Over 23 years old,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,1.0,80-100%,14-<16,Up to date,No scholarship,Not debtor,Daytime,80-100%,25-34,9500
2325,1,18,1,9238,1,1,122.0,1,1,3,9,2,112.6,1,0,0,1,1,0,21,0,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,Graduate,0,Single,3rd phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,1.0,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,80-100%,21-24,9238
2326,2,39,1,9119,1,1,110.0,1,37,37,9,9,106.8,0,0,0,1,1,0,34,0,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,Dropout,1,Married,Over 23 years old,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,<120,0.2,1-<50%,Below 12,Up to date,No scholarship,Not debtor,Daytime,Below 50%,25-34,9119
2327,1,51,1,9119,1,1,129.0,1,2,37,2,9,121.6,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Enrolled,0,Single,Change institution/course,Informatics Engineering,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.0,0%,No recorded grade,Up to date,No scholarship,Not debtor,Daytime,No approved units,<=20,9119
2328,2,39,1,9991,0,1,110.0,1,37,37,1,4,120.0,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,1,Married,Over 23 years old,Management (evening),Secondary education,Evening,Yes,No,No,Not up to date,Male,No,No,2nd-3rd choice,35+,120-<140,0.4,1-<50%,Below 12,Not up to date,No scholarship,Not debtor,Evening,Below 50%,35+,9991
2329,1,1,1,171,1,1,170.0,1,38,19,9,2,160.6,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,0,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,160+,,No units enrolled,No recorded grade,Up to date,Scholarship,Not debtor,Daytime,No enrolled units,<=20,171
2330,2,39,1,9070,1,12,110.0,1,37,38,5,10,130.0,0,0,1,0,1,1,46,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,1,Married,Over 23 years old,Communication Design,Other 11th year,Daytime,No,No,Yes,Not up to date,Male,Yes,No,2nd-3rd choice,35+,120-<140,0.0,0%,No recorded grade,Not up to date,Scholarship,Debtor,Daytime,No approved units,35+,9070
