StudentId,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,IsDropout,MaritalStatusLabel,ApplicationModeLabel,CourseLabel,PreviousQualificationLabel,Daytime_evening_attendanceLabel,DisplacedLabel,Educational_special_needsLabel,DebtorLabel,Tuition_fees_up_to_dateLabel,GenderLabel,Scholarship_holderLabel,InternationalLabel,ApplicationChoiceGroup,AgeGroup,AdmissionGradeBand,FirstSemApprovalRate,FirstSemApprovalBand,FirstSemGradeBand
2282,1,44,1,9003,1,39,140.0,1,1,38,9,6,140.0,0,0,0,1,1,0,21,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,Enrolled,0,Single,Technological specialization,Agronomy,Technological specialization,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,140-<160,0.6666666666666666,50-<80%,Below 12
2283,1,1,1,9254,1,1,133.1,1,38,1,9,9,121.0,0,0,1,0,1,0,21,0,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,8.9,1.4,3.51,Dropout,1,Single,1st phase - general,Tourism,Secondary education,Daytime,No,No,Yes,Not up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,0.8333333333333334,80-100%,Below 12
2284,1,43,1,9238,1,39,120.0,1,2,1,1,2,118.6,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,Graduate,0,Single,Change of course,Social Service,Technological specialization,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.9090909090909091,80-100%,12-<14
2285,1,1,1,9070,1,1,140.0,1,19,38,4,4,138.3,0,0,0,1,1,0,20,0,1,6,8,6,13.428571428571429,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
2286,2,42,1,9147,1,1,133.1,1,37,37,9,9,115.8,0,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,1,Married,Transfer,Management,Secondary education,Daytime,No,No,No,Not up to date,Male,No,No,2nd-3rd choice,35+,<120,0.0,0%,No recorded grade
2287,1,39,1,9991,0,1,120.0,1,19,37,6,8,160.0,0,0,0,1,1,0,40,0,0,5,5,5,11.0,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate,0,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,160+,1.0,80-100%,Below 12
2288,1,17,1,9254,1,1,125.0,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,2nd-3rd choice,21-24,<120,1.0,80-100%,12-<14
2289,1,42,1,9119,1,1,136.0,1,1,37,5,5,117.5,0,0,0,1,1,0,19,0,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled,0,Single,Transfer,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.8,80-100%,Below 12
2290,1,39,1,9991,0,1,133.1,1,3,38,2,7,121.7,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout,1,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.0,0%,No recorded grade
2291,1,42,1,9119,1,1,120.0,1,5,5,2,2,115.0,0,0,0,1,1,0,30,0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,Dropout,1,Single,Transfer,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,<120,0.3333333333333333,1-<50%,14-<16
2292,1,1,1,9238,1,1,127.0,1,37,37,5,10,125.3,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,Below 12
2293,1,18,1,9147,1,1,131.0,1,34,34,90,90,131.0,0,0,0,1,1,0,22,0,0,5,11,3,13.666666666666666,0,0,5,10,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout,1,Single,3rd phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,0.6,50-<80%,12-<14
2294,1,1,1,9773,1,1,127.0,1,19,37,9,9,126.3,0,0,0,1,1,0,19,0,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
2295,1,17,1,171,1,1,132.0,1,1,37,4,9,127.1,0,0,0,0,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,2nd phase - general,Animation and Multimedia Design,Secondary education,Daytime,No,No,No,Not up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,,No units enrolled,No recorded grade
2296,1,17,3,9670,1,1,137.0,1,1,38,4,7,138.4,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,0,Single,2nd phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,14-<16
2297,1,43,2,9147,1,1,126.0,1,1,19,3,3,100.0,1,0,0,1,1,0,22,0,0,5,11,0,0.0,0,0,5,7,1,10.0,1,16.2,0.3,-0.92,Dropout,1,Single,Change of course,Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.0,0%,No recorded grade
2298,1,1,1,9238,1,1,136.0,1,4,5,2,2,126.2,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,120-<140,0.8333333333333334,80-100%,Below 12
2299,1,1,1,9238,1,1,124.0,1,1,1,4,4,118.8,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11.0,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.6666666666666666,50-<80%,12-<14
2300,1,39,1,9254,1,39,137.0,1,1,1,5,10,124.5,0,0,0,0,1,0,26,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,1,Single,Over 23 years old,Tourism,Technological specialization,Daytime,No,No,No,Not up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.0,0%,No recorded grade
2301,1,44,1,9119,1,39,140.0,1,5,41,3,2,140.0,0,0,0,1,1,0,23,0,3,7,12,3,14.0,0,1,6,12,1,14.0,0,12.4,0.5,1.79,Enrolled,0,Single,Technological specialization,Informatics Engineering,Technological specialization,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,140-<160,0.42857142857142855,1-<50%,14-<16
2302,1,17,1,9070,1,1,131.0,1,19,19,7,7,125.1,0,0,0,1,1,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled,0,Single,2nd phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
2303,1,1,1,9147,1,1,130.0,1,37,37,9,9,118.8,0,0,1,1,1,1,22,0,0,5,8,5,10.666666666666666,0,0,5,11,2,11.0,0,15.5,2.8,-4.06,Enrolled,0,Single,1st phase - general,Management,Secondary education,Daytime,No,No,Yes,Up to date,Male,Yes,No,2nd-3rd choice,21-24,<120,1.0,80-100%,Below 12
2304,1,18,5,9119,1,1,136.0,1,3,2,2,3,125.2,1,0,0,1,1,0,19,0,0,5,9,5,11.833333333333334,0,0,5,9,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled,0,Single,3rd phase - general,Informatics Engineering,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,Below 12
2305,1,17,1,9147,1,1,133.1,1,1,19,4,8,95.0,0,0,0,1,1,0,20,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,1,Single,2nd phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.0,0%,No recorded grade
2306,1,1,3,9070,1,1,110.0,1,37,37,9,9,107.6,1,0,0,1,1,1,22,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,4th-6th choice,21-24,<120,1.0,80-100%,Below 12
2307,1,7,1,9130,1,3,140.0,1,2,38,2,3,140.0,1,0,0,0,1,0,18,0,2,5,7,2,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1,Single,Other higher course holders,Equinculture,Degree,Daytime,Yes,No,No,Not up to date,Male,No,No,2nd-3rd choice,17-20,140-<160,0.4,1-<50%,12-<14
2308,4,43,2,9991,0,38,133.1,1,3,1,2,9,125.4,0,0,0,1,1,0,39,0,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,Dropout,1,Divorced,Change of course,Management (evening),Basic education 2nd cycle,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,120-<140,0.0,0%,No recorded grade
2309,1,1,1,9500,1,1,141.0,1,19,1,90,90,128.0,0,0,0,1,1,0,18,0,0,8,8,0,0.0,3,0,8,8,0,0.0,3,10.8,1.4,1.74,Dropout,1,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.0,0%,No recorded grade
2310,1,17,3,9119,1,1,130.0,1,1,38,3,3,129.3,0,0,0,1,1,1,18,0,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate,0,Single,2nd phase - general,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
2311,1,1,1,9238,1,1,160.0,1,19,38,9,9,152.0,0,0,0,1,1,1,19,0,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14
2312,1,1,1,9500,1,1,140.0,1,1,19,9,9,128.8,0,0,0,1,1,0,18,0,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14
2313,1,1,1,9147,1,1,150.0,1,34,19,0,4,152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,140-<160,0.8,80-100%,12-<14
2314,1,44,1,9130,1,39,150.0,1,37,37,6,6,150.0,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate,0,Single,Technological specialization,Equinculture,Technological specialization,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,140-<160,0.8,80-100%,14-<16
2315,1,1,1,9238,1,1,133.1,1,1,1,3,4,112.0,0,0,0,1,1,0,19,0,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,12-<14
2316,1,1,1,9130,1,1,152.0,1,19,37,9,8,135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout,1,Single,1st phase - general,Equinculture,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,14-<16
2317,1,39,1,9119,1,19,133.1,1,1,1,4,3,134.4,0,0,1,0,1,0,31,0,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,Dropout,1,Single,Over 23 years old,Informatics Engineering,Basic education 3rd cycle,Daytime,No,No,Yes,Not up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.4,1-<50%,12-<14
2318,1,39,1,9991,0,1,130.0,1,3,1,3,3,120.5,0,0,0,1,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,0.0,0%,No recorded grade
2319,1,1,1,9070,1,1,148.0,1,1,1,4,8,141.4,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,Single,1st phase - general,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,140-<160,0.0,0%,No recorded grade
2320,1,17,1,9254,1,1,148.0,1,1,1,4,8,145.2,0,0,0,1,1,0,20,0,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14
2321,4,39,1,9238,1,1,130.0,1,19,3,9,2,140.0,0,0,0,1,1,0,50,0,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,1,Divorced,Over 23 years old,Social Service,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,140-<160,0.6666666666666666,50-<80%,12-<14
2322,1,43,1,9070,1,1,160.0,1,1,2,4,2,100.0,0,0,0,1,1,0,38,0,1,6,9,5,16.0,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled,0,Single,Change of course,Communication Design,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,<120,0.8333333333333334,80-100%,16-20
2323,2,39,1,9991,0,1,130.0,1,37,37,9,9,140.0,1,0,0,1,1,0,31,0,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,Dropout,1,Married,Over 23 years old,Management (evening),Secondary education,Evening,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,140-<160,0.2,1-<50%,Below 12
2324,1,39,1,9500,1,1,110.0,1,1,37,9,9,126.0,1,0,0,1,1,0,27,0,0,7,7,7,14.085714285714284,0,0,7,7,7,14.085714285714284,0,7.6,2.6,0.32,Enrolled,0,Single,Over 23 years old,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,120-<140,1.0,80-100%,14-<16
2325,1,18,1,9238,1,1,122.0,1,1,3,9,2,112.6,1,0,0,1,1,0,21,0,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,Graduate,0,Single,3rd phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,1.0,80-100%,Below 12
2326,2,39,1,9119,1,1,110.0,1,37,37,9,9,106.8,0,0,0,1,1,0,34,0,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,Dropout,1,Married,Over 23 years old,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,<120,0.2,1-<50%,Below 12
2327,1,51,1,9119,1,1,129.0,1,2,37,2,9,121.6,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Enrolled,0,Single,Change institution/course,Informatics Engineering,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.0,0%,No recorded grade
2328,2,39,1,9991,0,1,110.0,1,37,37,1,4,120.0,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,1,Married,Over 23 years old,Management (evening),Secondary education,Evening,Yes,No,No,Not up to date,Male,No,No,2nd-3rd choice,35+,120-<140,0.4,1-<50%,Below 12
2329,1,1,1,171,1,1,170.0,1,38,19,9,2,160.6,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,0,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,160+,,No units enrolled,No recorded grade
2330,2,39,1,9070,1,12,110.0,1,37,38,5,10,130.0,0,0,1,0,1,1,46,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,1,Married,Over 23 years old,Communication Design,Other 11th year,Daytime,No,No,Yes,Not up to date,Male,Yes,No,2nd-3rd choice,35+,120-<140,0.0,0%,No recorded grade
2331,1,43,5,8014,0,1,110.0,1,34,34,0,0,110.0,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,Change of course,Social Service (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,4th-6th choice,35+,<120,0.0,0%,No recorded grade
2332,1,39,1,9003,1,1,133.1,1,19,37,9,7,110.0,1,0,0,1,1,0,31,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,1,Single,Over 23 years old,Agronomy,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,<120,0.0,0%,No recorded grade
2333,1,39,1,9003,1,1,133.1,1,1,19,4,10,145.8,0,0,0,1,1,0,34,0,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate,0,Single,Over 23 years old,Agronomy,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,140-<160,0.8333333333333334,80-100%,12-<14
2334,1,1,6,171,1,1,126.0,1,10,10,4,4,130.2,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,7th-10th choice,17-20,120-<140,,No units enrolled,No recorded grade
2335,1,1,1,9670,1,1,137.0,1,38,37,9,9,122.3,0,0,0,1,1,1,18,0,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
2336,1,17,4,9070,1,1,117.0,1,1,1,3,3,125.4,1,0,0,1,1,1,19,0,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate,0,Single,2nd phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14
2337,1,43,1,9991,0,1,100.0,1,37,19,9,4,130.0,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout,1,Single,Change of course,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,120-<140,0.8,80-100%,Below 12
2338,1,39,1,9130,1,1,120.0,1,1,38,9,9,150.0,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,1,Single,Over 23 years old,Equinculture,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,25-34,140-<160,0.0,0%,No recorded grade
2339,1,17,5,9119,1,1,126.0,1,38,38,5,9,116.9,1,0,1,1,1,0,20,0,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,Dropout,1,Single,2nd phase - general,Informatics Engineering,Secondary education,Daytime,Yes,No,Yes,Up to date,Male,No,No,4th-6th choice,17-20,<120,0.8,80-100%,14-<16
2340,1,17,1,9119,1,1,122.0,1,19,19,9,9,114.7,0,0,0,1,1,0,20,0,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled,0,Single,2nd phase - general,Informatics Engineering,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,14-<16
2341,1,39,1,9003,1,1,111.0,1,37,37,9,10,95.8,1,0,0,0,1,0,43,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,Single,Over 23 years old,Agronomy,Secondary education,Daytime,Yes,No,No,Not up to date,Male,No,No,2nd-3rd choice,35+,<120,0.0,0%,No recorded grade
2342,1,17,4,9119,1,1,139.0,1,37,19,9,4,133.1,1,0,0,1,1,0,18,0,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled,0,Single,2nd phase - general,Informatics Engineering,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,4th-6th choice,17-20,120-<140,0.8,80-100%,12-<14
2343,1,43,1,9003,1,1,150.0,1,2,4,4,1,150.0,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate,0,Single,Change of course,Agronomy,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,140-<160,1.0,80-100%,Below 12
2344,1,17,2,9991,0,1,116.0,1,37,19,9,4,118.5,0,0,0,1,1,0,23,0,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate,0,Single,2nd phase - general,Management (evening),Secondary education,Evening,No,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,<120,0.8,80-100%,12-<14
2345,1,17,1,9500,1,1,130.0,1,3,3,2,2,131.1,0,0,0,1,1,0,19,0,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate,0,Single,2nd phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14
2346,1,53,1,9085,1,42,150.0,1,1,19,3,8,150.3,1,0,0,1,1,1,21,0,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate,0,Single,Short cycle diploma,Veterinary Nursing,Professional higher technical,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,21-24,140-<160,0.8181818181818182,80-100%,14-<16
2347,1,43,1,9670,1,1,132.0,1,3,19,4,8,120.5,0,0,0,1,1,0,19,0,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled,0,Single,Change of course,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.6666666666666666,50-<80%,12-<14
2348,1,18,1,9119,1,1,108.0,1,1,1,4,3,105.6,1,0,0,1,1,0,20,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate,0,Single,3rd phase - general,Informatics Engineering,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,12-<14
2349,1,39,1,9670,1,1,133.1,1,19,19,3,3,125.3,0,1,0,1,1,1,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,Single,Over 23 years old,Advertising and Marketing Management,Secondary education,Daytime,No,Yes,No,Up to date,Male,Yes,No,2nd-3rd choice,25-34,120-<140,0.0,0%,No recorded grade
2350,4,39,1,9254,1,1,120.0,1,37,19,9,9,131.0,1,0,0,1,1,0,44,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,0,Divorced,Over 23 years old,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,35+,120-<140,1.0,80-100%,12-<14
2351,1,18,1,9500,1,1,146.0,1,19,3,4,9,127.0,0,0,0,1,1,0,19,0,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate,0,Single,3rd phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.875,80-100%,12-<14
2352,1,44,1,9130,1,39,150.0,1,2,1,3,6,150.0,1,0,0,1,1,0,22,0,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate,0,Single,Technological specialization,Equinculture,Technological specialization,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,21-24,140-<160,0.6666666666666666,50-<80%,12-<14
2353,1,1,1,9130,1,1,160.0,1,3,3,1,2,149.2,0,0,0,1,1,0,18,0,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Equinculture,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,140-<160,0.8,80-100%,14-<16
2354,1,17,1,9670,1,1,125.0,1,37,37,9,9,121.5,1,0,0,1,1,1,21,0,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate,0,Single,2nd phase - general,Advertising and Marketing Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,21-24,120-<140,0.6666666666666666,50-<80%,14-<16
2355,1,1,2,9085,1,1,125.0,1,37,19,90,90,137.3,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,No,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.0,0%,No recorded grade
